ID,round,treated,concentration,dipped,hoagland,lineage,tribe,species,0_das,1_das,3_das,6_das,7_das,8_das,9_das,10_das,11_das,12_das,13_das,14_das,15_das,16_das,17_das,18_das,19_das,20_das,21_das,22_das,23_das,24_das,25_das,26_das,27_das,28_das,29_das,30_das,31_das,32_das,33_das,34_das,35_das,36_das,38_das,39_das
65,1,MeJA,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2,,2,,2,,2,,,2.5,,3,,3.5,,,4,,4,,,,,,,,
66,1,MeJA,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2,,2,,2.5,,3,,,3,,3.5,,3,,,4,,4.5,,,,,,,,
67,1,control,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2,,2,,2,,2.5,,,3,,3.5,,4,,,4.5,,4.5,,,,,,,,
68,1,MeJA,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2,,2,,2.5,,3,,,3.5,,4,,4.5,,,5.5,,5.5,,,,,,,,
69,1,MeJA,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2.5,,4,,4,,4,,,4.5,,5,,5,,,6,,6.5,,,,,,,,
70,1,control,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2.5,,3,,4,,4,,,4,,5,,5,,,6,,6.5,,,,,,,,
71,1,control,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2,,2,,2.5,,2.5,,,3.5,,3.5,,3,,,,,,,,,,,,,
72,1,MeJA,1mM,1,0,lineage II,Brassiceae,Brassica_nigra,0,,,,0,,,,,2,,2,,2.5,,3.5,,,4,,4,,4.5,,,5,,5,,,,,,,,
73,1,MeJA,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,1,,1,,1,,1.5,,,2,,2,,2.5,,,2.5,,3,,,3,,,,3.5,
74,1,control,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,1,,1,,1,,1.5,,,2,,2,,2,,,3,,3,,,3,,,,3.5,
75,1,control,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,1,,1.5,,2,,2,,,2,,2,,2.5,,,3.5,,3.5,,,3.5,,,,3.5,
76,1,control,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,1,,1,,1,,,2.5,,2,,2,,,2,,2,,,2,,,,2.5,
77,1,MeJA,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,1,,1,,1,,1.5,,,2,,2,,2,,,2,,2,,,2,,,,2,
78,1,MeJA,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,0,,1,,1,,,1.5,,2,,2,,,2.5,,3,,,3,,,,3.5,
79,1,MeJA,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,1,,1,,1.5,,,2,,2,,2,,,2,,2,,,2.5,,,,3,
80,1,MeJA,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,1,,1,,1.5,,,2,,2,,2,,,2,,3,,,2.5,,,,3.5,
81,1,control,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,1,,1,,1,,,1,,1,,1.5,,,2,,2,,,2.5,,,,2.5,
82,1,control,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,1,,1.5,,2,,,2,,2,,2,,,2,,2,,,2,,,,2.5,
83,1,MeJA,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,0.5,,1,,1,,1,,,1,,2,,2,,,2,,2,,,2.5,,,,3,
84,1,control,0.5mM,3,0,lineage II,Brassiceae,Brassica_oleracea_kimmeridge,0,,,,0,,,,,1,,1,,1,,1.5,,,2,,2,,2,,,2.5,,3,,,2.5,,,,3,
85,1,MeJA,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,1.5,,2,,2,,,2.5,,2.5,,3,,,3.5,,4,,,4.5,,,,4.5,
86,1,control,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,1.5,,2,,2,,,2.5,,3.5,,3.5,,,3.5,,3.5,,,3.5,,,,3.5,
87,1,control,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2,,2,,2,,,2.5,,3.5,,2.5,,,4,,4,,,4.5,,,,4.5,
88,1,control,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,1.5,,2,,2,,,2,,2,,2.5,,,4-Feb,,4,,,4.5,,,,4.5,
89,1,MeJA,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,2,,2,,,2.5,,2.5,,3,,,3.5,,3.5,,,3.5,,,,4.5,
90,1,MeJA,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,2,,2,,,2.5,,2.5,,2.5,,,3.5,,3.5,,,3.5,,,,3.5,
91,1,MeJA,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,2,,2,,,2,,2.5,,2.5,,,3.5,,3.5,,,3.5,,,,4.5,
92,1,control,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,2,,2,,,2,,2.5,,2.5,,,3.5,,3.5,,,3.5,,,,4,
93,1,MeJA,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,2,,2,,,2.5,,3.5,,4,,,4.5,,4.5,,,4.5,,,,4.5,
94,1,MeJA,0.5mM,2,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,2,,2,,,2.5,,2.5,,2.5,,,3.5,,3.5,,,2.5,,,,3.5,
95,2,control,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,2.5,,4,,,5.5,,5.5,,6.5,,,7.5,,,,,,,,,,,,,
96,2,MeJA,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,3.5,,4,,,4.5,,5,,5.5,,,7,,,,,,,,,,,,,
97,2,control,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,7.5,,,,,,,,,,,,,
98,2,MeJA,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,3.5,,5.5,,,5.5,,5.5,,7.5,,,8.5,,,,,,,,,,,,,
99,2,control,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,3.5,,4.5,,,4.5,,4.5,,5.5,,,6.5,,,,,,,,,,,,,
100,2,MeJA,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,7.5,,,,,,,,,,,,,
101,2,control,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,3.5,,4.5,,,4.5,,6,,7.5,,,9,,,,,,,,,,,,,
102,2,MeJA,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,2.5,,4.5,,,4.5,,4.5,,5.5,,,5.5,,,,,,,,,,,,,
103,2,control,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,3.5,,4.5,,,4.5,,6.5,,4,,,4.5,,,,,,,,,,,,,
104,2,MeJA,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,0,,1,,3.5,,2.5,,,2.5,,4,,6.5,,,7.5,,,,,,,,,,,,,
105,2,control,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,4,,4.5,,,4.5,,6.5,,6.5,,,8.5,,,,,,,,,,,,,
106,2,MeJA,1mM,1,0,lineage I,Cardamineae,Barbarea_vulgaris,0,,,,0,,2,,2,,4,,4,,,4,,4.5,,5.5,,,6.5,,,,,,,,,,,,,
107,2,control,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,2.5,,,3.5,,4,,4,,,5,,,,5.5,,,,,6,,,,
108,2,MeJA,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,2.5,,,4,,4,,4.5,,,5.5,,,,6.5,,,,,7.5,,,,
109,2,control,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,3,,,3,,4,,4,,,4.5,,,,5.5,,,,,6,,,,
110,2,MeJA,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,2,,2,,2.5,,4,,,4,,4,,4.5,,,5.5,,,,5.5,,,,,6.5,,,,
111,2,control,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,4,,,4,,4,,5.5,,,6,,,,7,,,,,7.5,,,,
112,2,MeJA,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,3,,,3,,3.5,,4,,,4.5,,,,4.5,,,,,5,,,,
113,2,control,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,4,,,4,,4,,5.5,,,6.5,,,,8.5,,,,,9.5,,,,
114,2,MeJA,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,4,,,4,,4,,4.5,,,6.5,,,,7.5,,,,,8.5,,,,
115,2,control,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,3.5,,,3.5,,4,,7.5,,,9.5,,,,9.5,,,,,9.5,,,,
116,2,MeJA,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,2,,2,,2,,4.5,,,4.5,,5.5,,4,,,4.5,,,,5,,,,,6,,,,
117,2,control,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,3.5,,,3.5,,4,,4,,,5,,,,6,,,,,6.5,,,,
118,2,MeJA,0.5mM,2,0,expanded lineage II,Alysseae,Berteroa_incana,0,,,,0,,0,,2,,2,,3.5,,,3.5,,4,,4,,,4.5,,,,5.5,,,,,5.5,,,,
119,2,control,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,2,,,2.5,,2.5,,2.5,,,3,,,,3.5,,,,,3.5,,,,
120,2,MeJA,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,2,,,2.5,,2.5,,3,,,3.5,,,,4.5,,,,,4.5,,,,
121,2,control,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,2,,2,,2,,3,,,3,,3,,3,,,2.5,,,,4.5,,,,,5,,,,
122,2,MeJA,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,3,,,3,,3,,3.5,,,3.5,,,,3.5,,,,,3.5,,,,
123,2,control,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,3.5,,,3.5,,4,,4,,,4,,,,4.5,,,,,5.5,,,,
124,2,MeJA,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,2.5,,,2.5,,3,,3,,,3.5,,,,3.5,,,,,3.5,,,,
125,2,control,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,0,,2,,2,,2,,,2,,2.5,,2,,,2.5,,,,3.5,,,,,3.5,,,,
126,2,MeJA,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,0,,2,,2,,3,,,3,,3,,3,,,3.5,,,,3.5,,,,,3.5,,,,
127,2,control,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,3.5,,,3.5,,4,,4,,,4.5,,,,4.5,,,,,4.5,,,,
128,2,MeJA,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,3,,,3,,3,,3,,,3.5,,,,3.5,,,,,4.5,,,,
129,2,control,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,1,,2,,2,,2.5,,,2.5,,3,,3,,,4.5,,,,4.5,,,,,4.5,,,,
130,2,MeJA,1mM,2,0,lineage II,Brassiceae,Brassica_rapa,0,,,,0,,2,,2,,3.5,,4,,,4,,4,,3,,,3.5,,,,6,,,,,6.5,,,,
131,2,control,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,3.5,,,4.5,,4.5,,5.5,,,6.5,,,,,,,,,,,,,
132,2,MeJA,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,2.5,,,4,,4.5,,5.5,,,7.5,,,,,,,,,,,,,
133,2,control,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,4.5,,,4.5,,4.5,,5.5,,,6.5,,,,,,,,,,,,,
134,2,MeJA,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,3.5,,,3.5,,4,,5.5,,,7.5,,,,,,,,,,,,,
135,2,control,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,7.5,,,,,,,,,,,,,
136,2,MeJA,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,4,,,4,,4.5,,5.5,,,7.5,,,,,,,,,,,,,
137,2,control,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,7.5,,,,,,,,,,,,,
138,2,MeJA,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,2,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,8.5,,,,,,,,,,,,,
139,2,control,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,8.5,,,,,,,,,,,,,
140,2,MeJA,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,2,,2,,2.5,,4.5,,,4.5,,5.5,,6.5,,,8.5,,,,,,,,,,,,,
141,2,control,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,2,,2,,2.5,,4,,,4,,4.5,,5.5,,,6.5,,,,,,,,,,,,,
142,2,MeJA,0.5mM,1,0,lineage I,Camelineae,Camelina_sativa,0,,,,0,,0,,2,,2.5,,4.5,,,4.5,,4.5,,5.5,,,7.5,,,,,,,,,,,,,
143,2,control,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,3,,4,,4.5,,,6,,7.5,,8,,,8.5,,,,,,,,,,,,,
144,2,MeJA,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,4,,4.5,,5.5,,,6.5,,7.5,,8.5,,,10.5,,,,,,,,,,,,,
145,2,control,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,4,,4.5,,6.5,,,6.5,,8.5,,8.5,,,2,,,,,,,,,,,,,
146,2,MeJA,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,3,,4,,5.5,,,5.5,,6,,7.5,,,8.5,,,,,,,,,,,,,
147,2,control,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,3,,4,,6.5,,,6.5,,7.5,,8.5,,,10.5,,,,,,,,,,,,,
148,2,MeJA,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,4,,4.5,,6.5,,,6.5,,8.5,,9.5,,,9.5,,,,,,,,,,,,,
149,2,control,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,3,,4,,6,,,6,,7.5,,7.5,,,8,,,,,,,,,,,,,
150,2,MeJA,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,1,,3,,4,,6.5,,,6.5,,7.5,,8.5,,,10.5,,,,,,,,,,,,,
151,2,control,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,3,,4,,6,,,6,,7.5,,8.5,,,9.5,,,,,,,,,,,,,
152,2,MeJA,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,0,,4,,4.5,,6,,,6,,7.5,,9.5,,,10.5,,,,,,,,,,,,,
153,2,control,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,3,,3,,5.5,,,5.5,,6.5,,7,,,9.5,,,,,,,,,,,,,
154,2,MeJA,1mM,1,0,lineage I,Camelineae,Capsella_bursa-pastoris,0,,,,0,,2,,2,,3.5,,5,,,5,,6,,7,,,7.5,,,,,,,,,,,,,
155,2,control,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,1,,1,,2,,,2,,2,,2,,,2.5,,,,3.5,,,,,3.5,,,,
156,2,MeJA,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,1,,2,,2,,,2.5,,2.5,,2.5,,,3.5,,,,3.5,,,,,3.5,,,,
157,2,control,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,1,,1,,2,,,2,,2,,2,,,2.5,,,,2.5,,,,,3.5,,,,
158,2,MeJA,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,1,,2,,2,,2.5,,,2.5,,3,,3,,,3.5,,,,3.5,,,,,3.5,,,,
159,2,control,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,1,,1,,2,,,4,,2,,2,,,2.5,,,,2.5,,,,,3.5,,,,
160,2,MeJA,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,1,,1,,2,,2.5,,,2.5,,3.5,,3.5,,,4,,,,4,,,,,4,,,,
161,2,control,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,1,,2,,2.5,,,2.5,,3.5,,3,,,3.5,,,,3.5,,,,,3.5,,,,
162,2,MeJA,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,0,,1,,2.5,,,2.5,,2.5,,2.5,,,3,,,,3,,,,,3,,,,
163,2,control,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,1,,1,,2,,,2,,2,,2.5,,,2.5,,,,3.5,,,,,3.5,,,,
164,2,MeJA,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,2,,2,,3,,,3,,3.5,,3.5,,,3.5,,,,3.5,,,,,3.5,,,,
165,2,control,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,0,,0,,1,,2,,,2,,2.5,,2,,,2.5,,,,2.5,,,,,3.5,,,,
166,2,MeJA,0.5-1mM,3,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,1,,1,,1,,2,,,2,,2.5,,2,,,2.5,,,,2.5,,,,,2.5,,,,
167,3,control,0,0,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,2.5,,2.5,,,,2.5,3,,3,,3,,,,3.5,,3.5,,
168,3,control,0,0,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,2.5,,3,,,,3.5,3.5,,3.5,,4,,,,4,,4,,
169,3,control,0,0,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,2.5,,2.5,,,,2.5,3.5,,3.5,,3.5,,,,4.5,,4.5,,
170,3,control,0,0,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2,,,,,2.5,,2.5,,,,3,3.5,,3.5,,3.5,,,,3.5,,4.5,,
171,3,control,0,0,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,2.5,,2.5,,,,3,3.5,,3.5,,4,,,,4,,4.5,,
172,3,control,0,0,0,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,2.5,,2.5,,,,3,3.5,,3.5,,3.5,,,,3.5,,4,,
173,3,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,2.5,,3.5,,,,4.5,4.5,,5,,5.5,,,,6.5,,6.5,,
174,3,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,2,,2.5,,,,,3.5,,4.5,,,,4.5,5.5,,5.5,,6.5,,,,6.5,,6.5,,
175,3,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2,,,,,2.5,,4.5,,,,5.5,5.5,,5.5,,6.5,,,,6.5,,7.5,,
176,3,control,0,0,1,lineage II,Brassiceae,Brassica_oleracea_rivera,0,,,,0,,,,,1.5,,2.5,,,,,2.5,,1.5,,,,4.5,4.5,,5.5,,6.5,,,,6.5,,7.5,,
